goodsno,url,상품명,카테고리,브랜드,가격,용량,주요사양,성분,전체 평점,5점,4점,3점,2점,1점,1_1피부,1_2피부,1_3피부,2_1피부,2_2피부,2_3피부,3_1피부,3_2피부,3_3피부,증정 여부
A000000159291,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159291&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,마몽드 레티놀 앰플 토너 250ml,스킨/토너,마몽드,"17,500",250ml,모든피부,"정제수, 부틸렌글라이콜, 글리세린, 베타인, 하이드롤라이즈드콜라겐, 1,2-헥산다이올, 글리세릴폴리메타크릴레이트, 다이메티콘, 피피지-13-데실테트라데세스-24, 에탄올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드로제네이티드레시틴, 트로메타민, 에틸헥실글리세린, 아데노신,돌콩오일, 다이소듐이디티에이, 덱스트린, 향료, 잇꽃꽃추출물, 소듐하이알루로네이트, 해바라기씨오일, 소듐메틸스테아로일타우레이트, 레티놀100IU, 카카오추출물, 에칠아스코빌에텔, 비에이치티, 로얄젤리추출물, 토코페롤, 사프란암술머리추출물",4.7,78,16,5,0,1,47,44,10,56,23,21,68,29,3,0.0
A000000136077,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000136077&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[증량] 마녀공장 비피다 바이옴 앰플 토너 400ml,스킨/토너,마녀공장,"17,500",400ml,모든 피부용,"정제수, 부틸렌글라이콜, 글리세린, 프로판다이올, 펜틸렌글라이콜, 버지니아풍년화수, 락토바실러스발효용해물, 락토코쿠스발효용해물, 락토바실러스/호박발효추출물, 효모발효여과물, 베타인, 알란토인, 판테놀, 세라마이드엔피, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 하이드롤라이즈드글라이코사미노글리칸, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드로제네이티드레시틴, 비피다발효여과물, 비피다발효용해물, 자일리톨, 안하이드로자일리톨, 자일리틸글루코사이드, 글루코오스, 1,2-헥산다이올, 흰버드나무껍질추출물, 락토바이오닉애씨드, 사탕수수추출물, 쿠티박테리움 그라눌로숨발효추출여과물(10ppb), 프룩토오스, 프룩토올리고사카라이드, 카프릴릭/카프릭트라이글리세라이드, 벤질글라이콜, 토코페롤, 에틸헥실글리세린, 잔탄검, 다이소듐이디티에이, 아이리쉬모스추출물, 클로렐라 불가리스추출물",4.6,70,22,7,0,0,30,61,9,55,43,2,78,22,1,0.0
A000000144551,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144551&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,하다라보 고쿠쥰 로션170ml,스킨/토너,하다라보,"17,000",170 mL,고보습 첫단계 화장수,"정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 다이글리세린, 피피지-10메틸글루코오스에터, 다이소듐석시네이트, 프로판다이올, 소듐하이알루로네이트, 다이소듐이디티에이, 하이드록시에틸셀룰로오스, 석시닉애씨드, 카프릴하이드록사믹애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 락토코쿠스/하이알루로닉애씨드발효여과물",4.9,90,8,2,0,0,48,45,7,81,16,3,86,14,1,0.0
A000000173745,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173745&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,식물나라 제주 탄산수 모공 패드 70매 더블기획 (NEW),스킨/토너,식물나라,"16,800",70매(140g) X 2ea,모든 피부용,"정제수, 메틸프로판다이올, 에탄올, 온천수(10,109ppm), 글루코노락톤, 글리세린, 도금양열매추출물, 카프릴로일살리실릭애씨드, 다이포타슘글리시리제이트, 살리실릭애씨드, 시트릭애씨드, 토코페롤, 알란토인, 베타인, 트레할로오스, 다이프로필렌글라이콜, 하이드록시아세토페논, 폴리글리세릴-10라우레이트, 트로메타민, 카프릴릴글라이콜, 프로판다이올, 에틸헥실글리세린, 다이소듐이디티에이, 향료, 1,2-헥산다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머",4.6,74,16,8,2,1,,,,,,,,,,0.0
A000000171975,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171975&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,미샤 비타씨플러스 안색토너 200ml,스킨/토너,미샤,"16,100",200ml,모든 피부용,"정제수*,감초뿌리추출물,글리세린,부틸렌글라이콜,나이아신아마이드*,펜틸렌글라이콜*,비타민나무수(9,794ppm)*,비피다발효용해물,클로렐라 불가리스추출물, 울금뿌리추출물,락토바실러스발효물,인도멀구슬나무꽃추출물,인도멀구슬나무잎추출물,소듐하이알루로네이트,돌콩추출물,홀리바질잎추출물,참산호말추출물,라벤더오일,유칼립투스잎오일,하이드롤라이즈드콜라겐*,오렌지껍질오일,왕귤껍질오일,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,라우다이모늄하이드록시프로필하이드롤라이즈드밀단백질*,베타인,트레할로오스,1,2-헥산다이올*,판테놀,C12-14파레스-12, 트라넥사믹애씨드*,에칠아스코빌에텔(1,000,000ppb)*,글루코오스,프룩토올리고사카라이드,프룩토오스,에틸헥실글리세린*,아데노신,트로메타민,알란토인,아스코빅애씨드(100,000ppb)*,옥탄다이올,락토바이오닉애씨드,글리세릴글루코사이드,카프릴릭/카프릭트라이글리세라이드,피브이피,사이아노코발아민,하이드로제네이티드레시틴*,토코페롤,세라마이드엔피*,팔미토일트라이펩타이드-5,카프릴릴글라이콜,아세틸헥사펩타이드-8, 풀러린,알부틴*,다이프로필렌글라이콜*,피토스테롤*,아스코빌글루코사이드(0.00001ppb)*,카보머,다이소듐이디티에이,리모넨",4.7,77,14,9,0,0,36,59,5,41,20,39,55,36,9,0.0
A000000183210,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183210&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,이니스프리 그린티 히알루론산 로션 170ml,로션/에멀젼,이니스프리,"16,000",170mL,모든 피부타입,"정제수, 글리세린, 프로판다이올, 펜타에리스리틸테트라에틸헥사노에이트, 1,2-헥산다이올, 다이아이소스테아릴말레이트, 나이아신아마이드, C14-22알코올, 카보머, 트로메타민, C12-20알킬글루코사이드, 락토바실러스발효용해물, 소듐스테아로일글루타메이트, 소듐메타포스페이트, 부틸렌글라이콜, 에틸헥실글리세린, 녹차추출물, 하이알루로닉애씨드, 판테놀, 알지닌, 아스파틱애씨드, 글루타믹애씨드, 글루코노락톤, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 토코페롤, 소듐아세틸레이티드하이알루로네이트",5.0,100,0,0,0,0,50,50,0,75,25,0,100,0,0,0.0
B000000184086,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=B000000184086&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[대용량]닥터방기원 시카마이드 딥 모이스처 밸런싱 올인원 300ml,올인원,닥터방기원,"15,900",300ml,건성 피부용,"정제수, 글리세린, 다이프로필렌글라이콜, 하이드로제네이티드폴리아이소부텐, 부틸렌글라이콜, 나이아신아마이드, 세틸에틸헥사노에이트, 세테아릴올리베이트, 솔비탄올리베이트, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 비피다발효용해물, 락토바이오닉애씨드, 병풀추출물(20ppm), 판테놀, 마데카소사이드(1ppm), 비닐다이메티콘, 카프릴릴글라이콜, 펜틸렌글라이콜, 소듐하이알루로네이트, 알란토인, 하이드록시아세토페논, 트로메타민, 아데노신, 옥틸도데칸올, 세라마이드엔피(10ppm), 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 다이포타슘글리시리제이트, 하이드로제네이티드레시틴, 카보머, 다이소듐이디티에이",5.0,100,0,0,0,0,75,25,0,88,13,0,100,0,0,0.0
A000000154538,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000154538&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,원씽 인진쑥 추출물 토너 150ml,스킨/토너,원씽,"7,900",150ml,모든 피부 타입,"인진쑥추출물, 부틸렌글라이콜, 1,2-헥산다이올",4.7,77,16,5,1,1,19,63,18,16,77,7,67,30,3,0.0
A000000154506,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000154506&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,원씽 어성초 추출물 150ml,스킨/토너,원씽,"7,900",150ml,모든 피부 타입,"어성초추출물,부틸렌글라이콜,1,2-헥산다이올",4.7,78,15,6,1,0,14,60,26,10,90,0,71,29,1,0.0
A000000163519,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163519&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,플리프 시카-알로에 프레쉬 스킨 200ml,스킨/토너,플리프,"15,400",200ml,모든 피부타입,"알로에베라잎추출물,부틸렌글라이콜,병풀추출물,나이아신아마이드,베타인,프로판다이올,안젤리카추출물,레이디스맨틀추출물,아이브라이트추출물,락토바실러스발효용해물,대왕송잎추출물,당느릅나무뿌리추출물,달맞이꽃추출물,칡뿌리추출물,오이열매추출물,파파야열매추출물,판테놀,카프릴로일살리실릭애씨드,소듐하이알루로네이트,옥틸도데세스-16,알란토인,카보머,아데노신,정제수,트로메타민,다이소듐이디티에이,1,2-헥산다이올,하이드록시아세토페논,에틸헥실글리세린,레몬오일,오렌지껍질오일,베르가모트오일,리모넨",4.9,90,7,2,0,0,28,22,50,50,47,3,97,3,0,0.0
A000000166585,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166585&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[단독기획] 마녀공장 블랙헤드 킬토너 210ml 기획 (+퓨어클렌징오일 25ml),스킨/토너,마녀공장,"15,000",본품 : 210ml / 증정품 : 25ml,지성 피부용 / 민감성 피부용,"정제수, 버지니아풍년화수(위치하젤수, 10%), 부틸렌글라이콜, 글리세레스-26, 글리세린, 1,2-헥산다이올, 포트마리골드추출물(카렌둘라추출물), 캐모마일꽃추출물, 티트리잎추출물, 녹차추출물, 알란토인, 달맞이꽃추출물, 감나무잎추출물, 포도추출물, 호장근뿌리추출물, 커피콩추출물, 잇꽃꽃추출물, 다이포타슘글리시리제이트, 밤껍질추출물, 초피나무열매추출물, 당느릅나무뿌리추출물, 칡뿌리추출물, 살리실릭애씨드, 대왕송잎추출물, 소듐시트레이트, 폴리글리세릴-4카프레이트, 폴리글리세릴-6카프릴레이트, 잔탄검, 하이드록시아세토페논, 하이드록시에틸셀룰로오스, 다이소듐이디티에이, 에틸헥실글리세린",4.6,71,21,6,1,1,23,62,16,43,54,3,59,41,1,1.0
A000000148095,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000148095&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,하루하루원더 블랙라이스 히알루로닉 토너150ml (쌀알패드50매 증정),스킨/토너,하루하루원더,"14,000",토너 150ml / 쌀알 패드 50매,모든 피부,"정제수, 베타인, 글리세린, 프로판다이올, 흑미추출물, 죽순껍질추출물, 아스퍼질러스발효물, 홍삼추출물, 사이클로덱스트린, 황금추출물, 하이알루로닉애씨드, 베타-글루칸, 셀룰로오스검, 잔탄검, 부틸렌글라이콜, 우스니아추출물, 초피나무열매추출물, 할미꽃추출물, 소듐파이테이트, 타마린드씨검, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 글루코오스, 1,2-헥산다이올, 에탄올, 라벤더오일",4.8,76,24,0,0,0,44,49,7,75,25,1,86,14,0,1.0
A000000146263,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000146263&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,하다라보 고쿠쥰 프리미엄 밀크140ml,로션/에멀젼,하다라보,"14,000",140ml,6중 히알루론산과 사크란 성분이 극건성 피부에 촉촉한 미라클 보습을 선사하는 프리미엄 고보습 모이스처라이저,"정제수,글리세린,다이프로필렌글라이콜,미네랄오일,다이메티콘,세틸알코올,트라이에틸헥사노인,하이드로제네이티드폴리(C6-12올레핀),락토코쿠스/하이알루로닉애씨드발효여과물*,소듐하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,하이드록시프로필트라이모늄하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,소듐아세틸레이티드하이알루로네이트,소듐하이알루로네이트크로스폴리머,아파노테케사크룸엑소폴리사카라이즈,알란토인,팔미틱애씨드,세틸포스페이트,알지닌,페녹시에탄올,카보머,다이소듐이디티에이,하이드록시에틸셀룰로오스,부틸렌글라이콜,펜틸렌글라이콜",4.8,87,10,3,0,0,58,40,2,84,13,3,77,23,1,0.0
A000000146262,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000146262&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,하다라보 고쿠쥰 프리미엄 로션 170ml,스킨/토너,하다라보,"14,000",170ml,6중 히알루론산과 사크란 성분이 극건성 피부에 촉촉한 미라클 보습을 선사하는 프리미엄 고보습 화장수,"정제수,부틸렌글라이콜,하이드록시에틸우레아,펜틸렌글라이콜,피피지-10메틸글루코오스에터,다이프로필렌글라이콜,다이글리세린,트라이에틸시트레이트,피이지-32, 락토코쿠스/하이알루로닉애씨드발효여과물*, 소듐하이알루로네이트,소듐아세틸레이티드하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,하이드롤라이즈드소듐하이알루로네이트,하이드록시프로필트라이모늄하이알루로네이트,소듐하이알루로네이트크로스폴리머,아파노테케사크룸엑소폴리사카라이즈,카보머,피이지-75.페녹시에탄올,글라이코실트레할로오스,다이소듐석시네이트,솔비톨,프로판다이올,하이드로제네이티드스타치하이드롤리세이트,다이에톡시에틸석시네이트,포타슘하이드록사이드,석시닉애씨드,다이소듐이디티에이,폴리쿼터늄-51,카프릴하이드록사믹애씨드,하이드록시에틸셀룰로오스,잔탄검",4.8,87,9,3,0,1,62,38,2,85,12,3,79,21,1,0.0
A000000149231,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149231&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,오우썸 수딩앤딥모이스처라이징 카렌듈라 토너 200ml,스킨/토너,오우썸,"13,500",200ml,모든피부용,"포트마리골드꽃수,포트마리골드꽃추출물,포트마리골드꽃,베타인,글리세린,서양민들레추출물,옐로우체이스트위드추출물,마시멜로뿌리추출물,올리브나무잎추출물,구아바잎추출물,사탕무잎추출물,모과추출물,쑥잎추출물,뉴질랜드삼꽃추출물,바다포도추출물,살구씨아미노산,구아검,황금추출물,모란뿌리추출물,스페인감초뿌리추출물,솔비탄올리에이트,베리가모토오일,다마스크장미꽃오일,와일드제라늄오일,마조람꽃오일,시트랄,제라니올,리날룰,시트로넬올,리모넨(글리세린식물성/베르가모트오일 무광독성)",4.6,75,14,11,0,0,43,50,7,39,61,0,82,14,4,0.0
A000000159264,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159264&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[NEW] 마몽드 로즈워터 토너 250ml,스킨/토너,마몽드,"12,600",250ml,물 대신 장미수 90.97%를 함유하여 닦을수록 촉촉한 진정 보습 장미수 토너,"다마스크장미꽃수(90.97%), 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 피피지-13-데실테트라데세스-24, 카보머, 에틸헥실글리세린, 다이소듐이디티에이, 트로메타민, 알란토인, 다마스크장미꽃추출물(0.01%), 정제수, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트",4.9,88,9,2,0,0,37,57,6,54,46,0,71,29,0,0.0
A000000016751,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000016751&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,라끄베르 옴므리차지 애프터쉐이브 185ml,스킨/토너,라끄베르,"12,000",본품 185ml,모든피부타입,"정제수, 변성알코올, 부틸렌글라이콜, 피이지-40하이드로제네이티드캐스터오일, 1,2-헥산다이올, 메틸파라벤, 옥틸도데세스-16, 베타인, 소듐시트레이트, 트라이소듐이디티에이, 시트릭애씨드, 소듐폴리아크릴레이트, 마카뿌리추출물, 판테놀, 솔비톨, 조류추출물, 보검선인장추출물, 페녹시에탄올, 포타슘솔베이트, 향료, 리날룰, 리모넨, 벤질벤조에이트, 알파-아이소메틸아이오논",4.7,79,18,3,0,0,25,61,15,46,51,4,48,52,2,0.0
A000000016749,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000016749&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,라끄베르 옴므리차지 에멀전180ml,로션/에멀젼,라끄베르,"12,000",본품 180ml,모든피부타입,"정제수, 사이클로펜타실록세인, 변성알코올, 다이프로필렌글라이콜, 글리세린, 트라이에틸헥사노인, 다이메티콘/비닐다이메티콘크로스폴리머, 1,2-헥산다이올, 글리세릴스테아레이트, 피이지-40스테아레이트, 베타인, 판테놀, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트라이에탄올아민, 부틸렌글라이콜, 다이메티콘, 세테아릴알코올, 메틸파라벤, 에틸파라벤, 트라이소듐이디티에이, 잔탄검, 쇠비름추출물, 마카뿌리추출물, 솔비톨, 조류추출물, 보검선인장추출물, 페녹시에탄올, 포타슘솔베이트, 향료, 리날룰, 리모넨, 벤질벤조에이트, 알파-아이소메틸아이오논",4.7,76,20,4,0,0,22,70,9,63,33,5,49,51,1,0.0
A000000165364,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165364&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,AHC 허브솔루션 로즈 토너 500ml,스킨/토너,AHC,"11,900",500ml,모든 피부용,"정제수, 프로방스장미꽃수(48,900mg), 글리세린, 다이프로필렌글라이콜, 에탄올, 펜틸렌글라이콜, 사과수, 석류나무추출물, 코치닐선인장열매추출물(0.25mg), 꿀추출물(0.25mg), 로즈마리잎추출물(0.05mg), 소듐하이알루로네이트, 부틸렌글라이콜, 프로판다이올, 피이지-60하이드로제네이티드캐스터오일, 옥틸도데세스-16, 카프릴릴글라이콜, 트로메타민, 글리세릴카프릴레이트, 폴리글루타믹애씨드, 에틸헥실글리세린, 카보머, 다이소듐이디티에이, 페녹시에탄올, 향료",4.8,79,21,0,0,0,36,50,14,71,21,8,71,29,0,0.0
A000000165360,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165360&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,AHC 허브솔루션 알로에베라 토너 500ml,스킨/토너,AHC,"11,900",500ml,모든 피부용,"'정제수, 알로에베라잎수(49,750mg), 글리세린, 다이프로필렌글라이콜, 에탄올, 펜틸렌글라이콜, 사과수, 녹차추출물(0.5203mg), 자작나무수액, 소듐하이알루로네이트, 연꽃씨추출물(0.01mg), 부틸렌글라이콜, 프로판다이올, 피이지-60하이드로제네이티드캐스터오일, 옥틸도데세스-16, 트로메타민, 카프릴릴글라이콜, 글리세릴카프릴레이트, 폴리글루타믹애씨드, 하이드롤라이즈드익스텐신, 에틸헥실글리세린, 카보머, 다이소듐이디티에이, 페녹시에탄올, 향료",3.9,43,29,14,0,14,14,43,43,43,57,0,29,57,14,0.0
A000000152465,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000152465&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,브링그린 대나무 히알루 수분 토너 250ml,스킨/토너,브링그린,"11,600",250ml,모든 피부용,"왕대수액, 정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 소듐하이알루로네이트, 접시꽃추출물, 왕대추출물, 판테놀, 에틸헥실글리세린, 알란토인, 베타-글루칸, 토코페롤, 잔탄검, 다이소듐이디티에이",4.7,77,17,5,1,0,30,57,13,59,41,0,75,23,2,0.0
A000000157846,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000157846&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,라포티셀 A.C. 데일리 카밍 필링 부스터 200ml,스킨/토너,라포티셀,"11,500",200ml,모든 피부용,"정제수, 글리세린, 에탄올, 프로판다이올, 피이지-40하이드로제네이티드캐스터오일, 펜틸렌글라이콜, 소듐시트레이트, 파스향나무잎추출물, 부틸렌글라이콜, 에틸헥실글리세린, 쇠비름추출물, 오렌지오일, 레몬껍질오일, 베르가모트오일, 다이소듐이디티에이, 알란토인, 멕시칸치아씨추출물, 1,2-헥산다이올, 병풀추출물, 약모밀추출물, 라벤더오일, 밤부사 불가리스추출물, 알로에베라잎추출물, 센티드제라늄꽃오일, 바질오일, 티트리잎추출물, 글라이콜릭애씨드, 프로필렌글라이콜, 파파야열매수, 버지니아풍년화잎수, 마트리카리아꽃추출물, 페녹시에탄올, 리모넨, 리날룰",4.9,93,6,2,0,0,19,53,28,23,70,7,65,28,7,0.0
A000000158620,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158620&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,디오디너리 랙틱 애시드 10% + HA 30ml,스킨/토너,디오디너리,"11,100",30ml,모든피부타입,"정제수, 락틱애씨드(10%), 글리세린, 펜틸렌글라이콜, 프로판다이올, 소듐하이드록사이드, 소듐하이알루로네이트크로스폴리머, 마운틴페퍼열매추출물, 마운틴페퍼잎추출물, 아라비아고무나무검, 잔탄검, 아이소세테스-20, 트라이소듐에틸렌다이아민다이석시네이트, 에틸헥실글리세린, 1,2-헥산다이올, 카프릴릴글라이콜",4.8,88,7,4,1,0,24,45,31,27,42,31,18,67,15,1.0
A000000177477,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000177477&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,프랭클리 시카 80% 히알루론산 토너 260mL,스킨/토너,프랭클리,"10,800",260ml,모든 피부용,"병풀추출물(80%), 정제수, 1,2-헥산다이올, 메틸프로판다이올, 베타인, 소듐하이알루로네이트(100ppm), 알란토인, 글리세린, 병풀잎추출물, 병풀뿌리추출물, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 아시아틱애씨드, 아시아티코사이드, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 마데카식애씨드, 마데카소사이드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이소듐이디티에이",4.9,90,10,0,0,0,42,42,16,32,68,0,81,16,3,0.0
A000000158621,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158621&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,디오디너리 비타민C 서스펜션 23% + HA 스피어스 2% 30ml,로션/에멀젼,디오디너리,"9,700",30ml,모든피부타입,"아스코빅애씨드(25%), 스쿠알란, 아이소데실네오펜타노에이트, 도데칸, 에틸렌/프로필렌/스타이렌코폴리머, 에틸헥실팔미테이트, 실리카다이메틸실릴레이트, 소듐하이알루로네이트, 글루코만난, 코코-카프릴레이트/카프레이트, 부틸렌/에틸렌/스타이렌코폴리머, 아크릴레이트/에틸헥실아크릴레이트크로스폴리머, 트라이하이드록시스테아린, 비에이치티",4.4,61,21,12,3,3,24,63,13,13,14,73,12,33,55,1.0
A000000183875,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183875&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[첫구매 전용]닥터지 레드 블레미쉬 포 맨 올인원 오일컷 로션 30ml,올인원,닥터지,100,30ml,"모든피부, 지성피부","정제수, 부틸렌글라이콜, 베타인, 카프릴릴메티콘, 나이아신아마이드, 실리카, 메틸트라이메티콘, 1,2-헥산다이올, 에리스리톨, 커피콩추출물, 사과추출물, 스테아릴다이메티콘, 소듐아크릴레이트코폴리머, 병풀추출물, 하이드록시아세토페논, 알지닌, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카보머, 옥타데센, 폴리아크릴레이트-13, 에틸헥실글리세린, 녹차추출물, 메도우스위트꽃추출물, 사탕무뿌리추출물, 레몬추출물, 글루코노락톤, 아데노신, 하이드로제네이티드폴리아이소부텐, 레시틴, 다이소듐이디티에이, 폴리글리세릴-10라우레이트, 에틸헥실팔미테이트, 솔비탄아이소스테아레이트, 다이프로필렌글라이콜, 하이드롤라이즈드하이알루로닉애씨드, 하이드로제네이티드레시틴, 판테놀, 수크로오스다이스테아레이트, 마데카소사이드, 세라마이드엔피, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드",4.9,85,15,0,0,0,0,75,25,50,50,0,50,50,0,0.0
A000000174416,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174416&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,미프 브리프케이스 001 올인원 3종 세트 (본품 200ml*2ea + 리필 150ml),올인원,미프,"39,800",본품 : 200ml 리필 : 150ml,모든 피부 타입,"""본품/리필 동일

정제수,부틸렌글라이콜,글리세린,스쿠알란,판테놀,나이아신아마이드 ,펜타에리스리틸테트라에틸헥사노에이트,하이드록시에틸우레아 ,폴리글리세릴-3메틸글루코오스다이스테아레이트 ,다이프로필렌글라이콜,에틸헥실올리베이트,하이드로제네이티드레시틴,폴리글리세릴-10스테아레이트,베타-카로틴,이노시톨,티아민에이치씨엘,리보플라빈,피리독신,바이오틴,폴릭애씨드,사이아노코발아민,소듐아스코빌포스페이트,아스코빌팔미테이트,토코페릴아세테이트 ,토코페롤,리놀레익애씨드,글리세릴리놀리에이트,글리세릴리놀리네이트,하이드롤라이즈드식물성단백질,말토덱스트린,글루코오스,자일리틸글루코사이드,안하이드로자일리톨,자일리톨,아데노신,글리세릴아라키도네이트,다이포타슘글리시리제이트,황련뿌리추출물,소듐아크릴레이트코폴리머,폴리글리세릴-4올리에이트,잔탄검,하이드록시아세토페논,카프릴릴글라이콜,에틸헥실글리세린 ,다이소듐이디티에이,향료, 리모넨, 리날룰""",4.0,0,100,0,0,0,0,100,0,100,0,0,0,100,0,1.0
